article_id,periodical,periodical_label,issue_id,year,code,family,reason,reason_words
1980-01-8-right-quejio,candil,Candil,1980-01,1980,AUTH_01,AUTH,"The text poetically associates cante with pain and desolation, but does not make a clear authenticity or proper-flamenco claim.",20
1980-01-9-right-a-antonio-cuevas-el-piki-devorad,candil,Candil,1980-01,1980,CRIT_01,CRIT,"The prose strongly responds to a performance, but the visible excerpt is more interpretive and poetic than a direct evaluative review.",21
1980-01-9-right-a-antonio-cuevas-el-piki-devorad,candil,Candil,1980-01,1980,HERIT_03,HERIT,"Memory and persecution appear, but the passage does not clearly frame the cante as public heritage safeguarding or collective memory-work.",21
1980-01-12-right-la-saeta-de-ja-n,candil,Candil,1980-01,1980,AUTH_02,AUTH,"The text contrasts humble Jaén saetas with later modernized or more ornate forms, but it does not clearly exclude the latter as fake or impure.",25
1980-01-12-right-la-saeta-de-ja-n,candil,Candil,1980-01,1980,COMM_04,COMM,"Aceituneros and local Jaén identity are important, but the clearest functions are aesthetic evaluation, memory preservation, and intimate-authentic setting.",20
1980-01-13-left-alfredo-arrebola-embajador-flame,candil,Candil,1980-01,1980,PED_01,PED,"Arrebola's Aula de Flamencología and conference-singer role suggest pedagogical authority, but PED_03 more precisely captures the institutional university-access function.",22
1980-01-13-left-alfredo-arrebola-embajador-flame,candil,Candil,1980-01,1980,AUTH_01,AUTH,"The phrase 'genuinamente andaluz' has authenticity force, but it appears inside a stronger explicit heritage framing.",16
1980-01-13-left-alfredo-arrebola-embajador-flame,candil,Candil,1980-01,1980,CRIT_03,CRIT,"Awards and distinctions are mentioned, but the main visible function is evaluation and expert authority rather than canon ranking.",19
1980-01-13-right-quienes-fueron-los-maestros,candil,Candil,1980-01,1980,CRIT_04,CRIT,"Ríos Ruiz and Antonio Murciano are cited as sources, but the visible passage does not clearly position their expertise as evaluative authority.",22
1980-01-13-right-quienes-fueron-los-maestros,candil,Candil,1980-01,1980,PED_02,PED,"The reference to disciples suggests transmission, but the visible text emphasizes preservation through recordings rather than embodied or oral lineage learning.",21
1980-01-14-right-flamenca,candil,Candil,1980-01,1980,CRIT_01,CRIT,"The passage contains clear evaluation, but the stronger discourse function is boundary critique of commerciality.",15
1980-01-14-right-flamenca,candil,Candil,1980-01,1980,CRIT_02,CRIT,"Terms like jondo, pureza, superficialidad, and profesionalidad function as criteria, but they are already captured in the anti-commercial and boundary codes.",22
1980-01-15-right-juan-a-ib-nez-miembro-de-la-c-te,candil,Candil,1980-01,1980,PED_01,PED,"The conference setting involves explanation, but the visible text does not clearly frame Ibáñez as pedagogically authorized to teach flamenco knowledge.",21
1980-01-16-left-fernando-montoro-en-el-club-cult,candil,Candil,1980-01,1980,AUTH_03,AUTH,"The text mentions origins and an epoch of gold, but these are not clearly used to authorize present flamenco through tradition or roots.",23
1980-01-16-left-fernando-montoro-en-el-club-cult,candil,Candil,1980-01,1980,CRIT_02,CRIT,"Rhythm is used for classification, but not clearly as an aesthetic criterion for judging quality.",15
1980-03-4-right-donde-dios-era-undeb,candil,Candil,1980-03,1980,COMM_01,COMM,"The phrase 'dentro de nuestro arte' is present, but it does not clearly draw an insider/outsider boundary around flamenco knowledge.",21
1980-03-4-right-donde-dios-era-undeb,candil,Candil,1980-03,1980,HERIT_01,HERIT,"The text discusses culture and acervo cultural, but it does not clearly frame flamenco as public heritage or patrimony.",19
1980-03-7-right-una-teoria-regeneracionista-y-ar,candil,Candil,1980-03,1980,PED_03,PED,"The reference to a point of departure for future researchers signals scholarly usefulness, but it does not clearly frame flamenco learning or access.",23
1980-03-7-right-una-teoria-regeneracionista-y-ar,candil,Candil,1980-03,1980,AUTH_03,AUTH,"The review discusses origins and historical bases, but the visible excerpt mainly evaluates a book rather than using tradition or roots to authorize present flamenco practice.",26
1980-03-10-right-a-camar-n-de-la-isla,candil,Candil,1980-03,1980,CRIT_01,CRIT,"The poem is clearly reverential toward Camarón, but the imagery does not produce a sufficiently explicit critical evaluation of flamenco artistry under the codebook.",24
1980-03-10-right-a-camar-n-de-la-isla,candil,Candil,1980-03,1980,CRIT_02,CRIT,"Words such as dolor and desgarro may evoke flamenco aesthetics, but they are not applied as clear evaluative criteria.",19
1980-03-11-right-di-logos-con-manuel-oliv,candil,Candil,1980-03,1980,PED_02,PED,"Compás appears, but the excerpt does not clearly describe learning, lineage, or transmission.",13
1980-03-11-right-di-logos-con-manuel-oliv,candil,Candil,1980-03,1980,AUTH_04,AUTH,"The warning that outsiders will spoil Triana is authenticity-adjacent, but the stronger visible function is insider/outsider boundary-making.",20
1980-03-12-right-la-verdad-sobre-rita-la-cantaora,candil,Candil,1980-03,1980,COMM_04,COMM,"The text corrects claims about Rita being gitana or paya, but identity is treated mainly as factual biography rather than as a broader authority or belonging frame.",27
1980-03-12-right-la-verdad-sobre-rita-la-cantaora,candil,Candil,1980-03,1980,AUTH_01,AUTH,"The article asserts biographical truth, but it does not make an authenticity claim about proper flamenco.",16
1980-03-13-right-pueblo-y-pol-tica-en-el-cante-jo,candil,Candil,1980-03,1980,CRIT_01,CRIT,"The article contains broad positive evaluation of the book, but CRIT_03 captures the stronger canonizing function.",16
1980-03-13-right-pueblo-y-pol-tica-en-el-cante-jo,candil,Candil,1980-03,1980,AUTH_03,AUTH,"The passage invokes origins, historical trajectory, and ancestral voice, but these serve the broader identity/authenticity claim more than a distinct tradition-continuity claim.",24
1980-03-13-right-pueblo-y-pol-tica-en-el-cante-jo,candil,Candil,1980-03,1980,HERIT_03,HERIT,"The text calls cante a dynamic and living cultural expression, but it does not clearly frame safeguarding, heritage responsibility, or public heritage management.",23
1980-03-14-left-una-revista-flamenca-sevilla-fla,candil,Candil,1980-03,1980,AUTH_01,AUTH,"The phrase ""auténtico son flamenco"" is authenticity language, but it appears briefly in a bibliographic section and does not carry enough independent discourse function.",24
1980-03-14-left-una-revista-flamenca-sevilla-fla,candil,Candil,1980-03,1980,CRIT_04,CRIT,"The article is a review, but the stronger coding is general critical evaluation rather than explicit critic/expert authority or boundary policing.",22
1980-03-15-left-pepe-de-la-matrona-ya-en-la-memo,candil,Candil,1980-03,1980,HERIT_03,HERIT,"The obituary is commemorative, but it does not clearly frame memory as public heritage, safeguarding, or community heritage work.",19
1980-03-15-left-pepe-de-la-matrona-ya-en-la-memo,candil,Candil,1980-03,1980,AUTH_03,AUTH,"Continuity is implied by 'ayer, de hoy y de siempre', but the stronger function is canonization.",16
1980-03-15-right-quienes-fueron-los-maestros,candil,Candil,1980-03,1980,PED_02,PED,"The text mentions later voices and oral tradition, but the visible excerpt does not clearly describe a learning or embodied transmission process.",22
1980-03-15-right-quienes-fueron-los-maestros,candil,Candil,1980-03,1980,COMM_04,COMM,"Ethnic identity terms appear, but they are mainly descriptive and do not clearly organize authority or belonging in the visible passage.",21
1980-03-16-left-enrique-el-mellizo,candil,Candil,1980-03,1980,AUTH_03,AUTH,"The article emphasizes what remains perdurable, but continuity is already captured through canon and lineage transmission.",16
1980-03-16-left-enrique-el-mellizo,candil,Candil,1980-03,1980,CRIT_01,CRIT,"There is explicit evaluation throughout, but the more specific hierarchy and aesthetic-criteria codes capture the main discourse functions.",19
1980-05-4-right-los-festivales-flamencos,candil,Candil,1980-05,1980,CRIT_01,CRIT,"The text is strongly evaluative, but CRIT_04 captures the more specific boundary-policing critique.",14
1980-05-4-right-los-festivales-flamencos,candil,Candil,1980-05,1980,HERIT_03,HERIT,"The call for collective responsibility and action is strong, but it is framed as artistic and authenticity protection rather than explicit heritage safeguarding.",23
1980-05-6-right-viejas-p-ginas-flamencas,candil,Candil,1980-05,1980,PED_02,PED,"The visible text mentions listening and inherited cultural mixtures, but it does not clearly frame flamenco knowledge as learned through oral or embodied transmission.",24
1980-05-9-left-tres-instantes-flamencos,candil,Candil,1980-05,1980,COMM_04,COMM,"Gitano identity is central in the poem, but the visible language is too poetic to code a clear identity-based authority claim beyond the emitted belonging boundary.",27
1980-05-10-right-joselero,candil,Candil,1980-05,1980,PED_02,PED,"Family artists and lack of academy are mentioned, but the visible passage does not clearly describe oral, embodied, or intergenerational transmission as the source of authority.",26
1980-05-12-right-aunque-no-quepa-en-el-papel-a-pr,candil,Candil,1980-05,1980,COMM_04,COMM,"The quoted passage includes women and gitanos, but the visible discussion is mainly historiographic critique rather than identity-group authority or representation.",22
1980-05-12-right-aunque-no-quepa-en-el-papel-a-pr,candil,Candil,1980-05,1980,PED_02,PED,"The quoted scene includes compás and dance, but it is descriptive evidence rather than a claim about learning or transmission.",20
1980-05-15-left-flamenca,candil,Candil,1980-05,1980,AUTH_04,AUTH,"The record-review context involves popularity and public taste, but the text does not clearly frame commercial mediation as an authenticity threat.",22
1980-05-15-right-quienes-fueron-los-maestros,candil,Candil,1980-05,1980,AUTH_03,AUTH,"The article emphasizes survival into the present, but the clearer function is lineage transmission rather than a separate tradition-continuity claim.",21
1980-07-3-right-editorial,candil,Candil,1980-07,1980,CRIT_04,CRIT,"The text alludes to threats to the cante, but it does not specify a critic or concrete boundary-policing target.",20
1980-07-4-right-el-sentido-intrascendental-de-la,candil,Candil,1980-07,1980,PED_03,PED,"The text discusses interpretation, but not access to flamenco learning or institutional/transnational pedagogy.",14
1980-07-6-right-ante-la-situaci-n-de-los-flamenc,candil,Candil,1980-07,1980,PED_02,PED,"The excerpt names artists and their social conditions but does not clearly discuss oral, familial, or embodied transmission.",18
1980-07-8-right-a-prop-sito-del-viii-congreso-de,candil,Candil,1980-07,1980,AUTH_03,AUTH,"The article uses preservation language, but the visible claim centers on contested purity and aficionado contemplation rather than tradition, roots, or continuity with a valued past.",26
1980-07-9-left-las-letras-flamencas-de,candil,Candil,1980-07,1980,AUTH_03,AUTH,"The word 'raíz' appears, but it characterizes the poet's popular commitment rather than grounding flamenco value in tradition or continuity.",21
1980-07-9-left-las-letras-flamencas-de,candil,Candil,1980-07,1980,COMM_04,COMM,"The poems invoke pueblo, Andalusians, work, and misery, but the visible text does not clearly use identity groups to authorize flamenco belonging.",22
1980-07-10-right-aunque-no-quepa-en-el-papel,candil,Candil,1980-07,1980,AUTH_03,AUTH,"The excerpt discusses flamenco's past and historical coordinates, but it does not clearly use continuity or roots to authorize present flamenco practice.",23
1980-07-10-right-aunque-no-quepa-en-el-papel,candil,Candil,1980-07,1980,AUTH_02,AUTH,"The critique rejects ideological interpretations, but the boundary is primarily scholarly/critical rather than a purity boundary around legitimate flamenco itself.",21
1980-07-12-right-manuel-vallejo-o-el-ruise-or-fla,candil,Candil,1980-07,1980,HERIT_03,HERIT,"The call to create a peña in Vallejo's name has memorial force, but the excerpt does not clearly frame it as public heritage or safeguarding discourse.",27
1980-07-12-right-manuel-vallejo-o-el-ruise-or-fla,candil,Candil,1980-07,1980,CRIT_04,CRIT,"The author corrects unnamed scholars with documentary evidence, but the stronger visible discourse is artistic evaluation and canonization.",18
1980-07-13-right-noticia-de-los-caf-s-cantantes-c,candil,Candil,1980-07,1980,AUTH_03,AUTH,"The article narrates historical origins and continuity of cafés cantantes, but it mainly periodizes and documents local history rather than using tradition to authorize present practice.",26
1980-07-13-right-noticia-de-los-caf-s-cantantes-c,candil,Candil,1980-07,1980,HERIT_03,HERIT,"The account preserves local memory of vanished venues, but it lacks explicit heritage, safeguarding, or public-culture framing.",18
1980-07-13-right-noticia-de-los-caf-s-cantantes-c,candil,Candil,1980-07,1980,CRIT_01,CRIT,"Some venues are described favorably, but those judgments are incidental to the broader historical account.",15
1980-07-14-right-carta-a-pastora-pav-n-i-ina-de-l,candil,Candil,1980-07,1980,AUTH_02,AUTH,"The article contrasts lived cante with disguise, entertainment, and mimetism, but the clearer discourse function is anti-spectacular/intimate authenticity rather than a discrete purity boundary.",26
1980-07-14-right-carta-a-pastora-pav-n-i-ina-de-l,candil,Candil,1980-07,1980,CRIT_01,CRIT,"There is explicit negative evaluation, but CRIT_02 captures the more specific aesthetic criteria doing the evaluative work.",17
1980-07-15-left-quienes-fueron-los-maestros,candil,Candil,1980-07,1980,CRIT_02,CRIT,"Terms such as inventiva, ternura, pasión, and espiritualidad evaluate artistry, but they are scattered descriptive praise rather than a sustained criterion-based judgment.",23
1980-07-15-left-quienes-fueron-los-maestros,candil,Candil,1980-07,1980,COMM_04,COMM,"References to raza gitana and local origins are present, but identity is mostly biographical rather than clearly organizing authority or belonging.",21
1980-07-16-left-flamenca,candil,Candil,1980-07,1980,AUTH_03,AUTH,"The closing phrase about roots and pure essences invokes tradition, but AUTH_02 and AUTH_04 capture the clearer boundary and commercial critique functions.",22
1980-07-16-left-flamenca,candil,Candil,1980-07,1980,HERIT_03,HERIT,"Support and preservation language appears, but it lacks a clear public-culture or heritage frame.",15
1980-09-3-right-editorial,candil,Candil,1980-09,1980,CRIT_04,CRIT,"The Cátedra de Flamencología is an expert institution, but its role here is better coded as institutional heritage recognition than critic authority.",22
1980-09-4-right-seguridad-social-para-los-artist,candil,Candil,1980-09,1980,HERIT_03,HERIT,"The article advocates social protection for flamenco artists, but the visible excerpt frames this mainly as labor and legal welfare rather than cultural heritage safeguarding.",25
1980-09-4-right-seguridad-social-para-los-artist,candil,Candil,1980-09,1980,PED_02,PED,The retrieval trigger 'cuerpo' appears only as 'cuerpo legal' and does not indicate embodied or oral transmission.,17
1980-09-4-right-seguridad-social-para-los-artist,candil,Candil,1980-09,1980,COMM_02,COMM,"The article mentions professionals and interested readers, but it does not clearly construct community authority over flamenco value.",18
1980-09-6-right-a-prop-sito-de-un-juicio-progre-,candil,Candil,1980-09,1980,COMM_01,COMM,"The phrase 'de fuera hacia adentro' appears inside a quoted passage being criticized, but the visible excerpt does not itself clearly establish an insider/outsider authority boundary beyond the broader identity framing.",32
1980-09-8-right-antonio-n-ez-el-chocolate,candil,Candil,1980-09,1980,COMM_03,COMM,"The contrast between private singing and the later move to stages is visible, but the excerpt does not clearly state that one setting is superior.",25
1980-09-10-left-algo-m-s-sobre-los-cantes-de-lev,candil,Candil,1980-09,1980,COMM_02,COMM,"Aficionados and a peña are present in the scene, but they are primarily recipients of teaching rather than the source of authority.",22
1980-09-10-right-taranta-cl-sica-taranto-y-tarant,candil,Candil,1980-09,1980,AUTH_03,AUTH,"The article mentions historical and legendary cantes from Levante, but the stronger visible discourse function is preservation/access rather than a full tradition-continuity claim.",25
1980-09-12-right-la-garganta-en-el-cante-es-un-ri,candil,Candil,1980-09,1980,CRIT_01,CRIT,"The passage is poetically affirmative, but it does not clearly review or assess a specific artist, performance, recording, or event.",20
1980-09-13-left-los-viejos-conservadores-y-las-b,candil,Candil,1980-09,1980,CRIT_04,CRIT,"The author criticizes theories and style imposition, but the stronger visible function is community authority and authenticity boundary work.",19
1980-09-14-right-aunque-no-quepa-en-el-papel,candil,Candil,1980-09,1980,AUTH_03,AUTH,"The ending invokes Andalusian essence and mestizaje, but the visible passage does not clearly use tradition or continuity to authorize a present flamenco practice.",24
1980-09-15-right-julio-romero-de-torres-y-la-copl,candil,Candil,1980-09,1980,AUTH_03,AUTH,"The passage links cante jondo to Andalusian culture, but the stronger function is canonizing and aesthetically evaluating Romero de Torres.",20
1980-09-16-right-quienes-fueron-los-maestros,candil,Candil,1980-09,1980,HERIT_02,HERIT,"The Cátedra commemoration and national prizes show institutional recognition, but the passage does not clearly frame this as heritage or public cultural policy.",23
1980-09-17-right-flamenca,candil,Candil,1980-09,1980,CRIT_03,CRIT,"The phrase 'uno de los primeros cantaores de la nueva generación flamenca' ranks Calixto Sánchez, but the core function of the review is better captured by critical evaluation and criteria.",30
1980-09-18-left-apuntes-flamencos-a-la-feria-de-,candil,Candil,1980-09,1980,AUTH_01,AUTH,"Calling Carlos Cruz 'uno de los cantaores más puros' suggests authenticity, but the stronger article-level discourse is critical evaluation of performances and settings.",24
1980-11-3-right-editorial,candil,Candil,1980-11,1980,CRIT_01,CRIT,"The editorial contains broad negative judgments, but these are better captured by boundary critique and authenticity/tradition codes.",18
1980-11-4-right-el-comp-s-de-la-sole,candil,Candil,1980-11,1980,PED_02,PED,"The article explains compás technically, but the visible excerpt does not clearly frame knowledge as oral, embodied, familial, or lineage-based transmission.",22
1980-11-4-right-el-comp-s-de-la-sole,candil,Candil,1980-11,1980,PED_01,PED,"The text is didactic in tone, but it does not position a teacher, school, or method as pedagogically authoritative.",19
1980-11-6-right-lo-jondo-en-salvador-rueda,candil,Candil,1980-11,1980,AUTH_03,AUTH,"The memory and cultural-continuity language is present, but the visible excerpt more clearly frames recovery as collective memory/heritage work than as tradition authorizing present flamenco practice.",28
1980-11-8-right-una-broma-de-mal-gusto-dada-en-1,candil,Candil,1980-11,1980,PED_01,PED,"The author's correction resembles a lesson, but the passage is primarily about attribution and expert judgment rather than a pedagogical transmission setting.",23
1980-11-9-right-mi-encuentro-con-aurelio-en-c-di,candil,Candil,1980-11,1980,AUTH_04,AUTH,"The intimate setting of three people without guitar suggests private authenticity, but the passage values humility and expert judgment more explicitly than anti-commercial or intimate authenticity.",27
1980-11-9-right-mi-encuentro-con-aurelio-en-c-di,candil,Candil,1980-11,1980,COMM_03,COMM,"The private setting matters narratively, but the text does not clearly contrast it with public/spectatorial flamenco as a social value boundary.",22
1980-11-10-right-las-letras-flamencas-de-fernando,candil,Candil,1980-11,1980,CRIT_01,CRIT,"The text presents flamenco lyrics and brief publication/performance context, but it does not evaluate, rank, authorize, or critique them.",20
1980-11-11-left-guitarra,candil,Candil,1980-11,1980,AUTH_03,AUTH,"The poem invokes the South and Andalusian imagery, but it does not use tradition, roots, or continuity to authorize flamenco practice.",21
1980-11-11-left-guitarra,candil,Candil,1980-11,1980,CRIT_02,CRIT,"The poem contains aesthetic language about guitar and cante, but it is metaphorical lyric description rather than explicit criteria for judging flamenco quality.",23
1980-11-13-right-marcelo-barbero,candil,Candil,1980-11,1980,PED_02,PED,"The text mentions Barbero as a disciple and workshop successor, but the visible excerpt does not clearly frame this as flamenco knowledge transmission carrying authority.",25
1980-11-13-right-marcelo-barbero,candil,Candil,1980-11,1980,AUTH_04,AUTH,"The intimate tertulia around his workshop is described, but not clearly as more authentic than public or commercial flamenco.",19
1980-11-15-right-el-sentido-de-las-letras-en-el-c,candil,Candil,1980-11,1980,HERIT_03,HERIT,"The article frames cante as living and socially renewed, but the visible excerpt does not clearly shift into heritage/safeguarding or public-culture discourse.",24
1980-11-15-right-el-sentido-de-las-letras-en-el-c,candil,Candil,1980-11,1980,PED_02,PED,"The trigger 'escuche' appears, but it does not describe embodied/oral transmission or learning.",14
1980-11-17-left-una-mirada-atr-s,candil,Candil,1980-11,1980,COMM_02,COMM,"Aficionados and peñas are mentioned, but the main function is critique of reading habits and preservation of documentation rather than community authority.",22
1980-11-17-right-el-muestrario-flamenco-de-jose-l,candil,Candil,1980-11,1980,HERIT_01,HERIT,"The text invokes Andalusian cultural value, but it does not clearly frame flamenco as public heritage or patrimonio.",18
1980-11-18-right-dimension-social-del-cante-flame,candil,Candil,1980-11,1980,COMM_02,COMM,"Cantaores and aficionados are invoked as rejecting the article, but the stronger community framing concerns social identity and representation of the cantaor.",22
1980-11-18-right-dimension-social-del-cante-flame,candil,Candil,1980-11,1980,AUTH_02,AUTH,"The article contests a demeaning view of flamenco, but the visible text does not clearly draw a purity or fake/proper flamenco boundary.",23
1980-11-19-right-quienes-fueron-los-maestros,candil,Candil,1980-11,1980,AUTH_02,AUTH,"The phrase 'cantes puros' appears, but the visible passage mainly uses it to mark source-continuity rather than to exclude impure or illegitimate forms.",24
1980-11-19-right-quienes-fueron-los-maestros,candil,Candil,1980-11,1980,COMM_04,COMM,"Joaquín is identified as gitano, but the identity label is incidental and does not clearly organize authority or belonging in the visible text.",23
1981-02-3-left-revista-de-flamenco-pe-a-flamenc,candil,Candil,1981-02,1981,COMM_02,COMM,"Peña Flamenca appears in the masthead, but this is metadata-like publication context, not community authority discourse.",17
1981-02-3-right-editorial,candil,Candil,1981-02,1981,AUTH_03,AUTH,"The editorial strongly evokes continuity and old masters, but the clearer functions are authenticity, canonization, and memorialization.",17
1981-02-4-right-biografia,candil,Candil,1981-02,1981,PED_03,PED,"The biography mentions university performances and international travel, but it does not clearly frame these as learning or access to flamenco knowledge.",22
1981-02-4-right-biografia,candil,Candil,1981-02,1981,COMM_02,COMM,"The text says he sang for groups of aficionados, but this is a neutral career note without clear community authority.",20
1981-02-5-right-el-matrona-en-su-sitio,candil,Candil,1981-02,1981,AUTH_04,AUTH,"The 'reuniones y no de teatros' contrast suggests intimate authenticity, but the passage does not explicitly frame theaters or publicity as weakening authenticity.",23
1981-02-5-right-el-matrona-en-su-sitio,candil,Candil,1981-02,1981,PED_02,PED,"The lineage of conservation is present, but the visible text stresses safeguarding and canon more than direct teaching or embodied transmission.",21
1981-02-6-right-loa-a-mi-inolvidable-maestro,candil,Candil,1981-02,1981,COMM_04,COMM,The trigger 'mujer' appears only as conversational address to Antonia and does not construct a gendered identity frame.,18
1981-02-6-right-loa-a-mi-inolvidable-maestro,candil,Candil,1981-02,1981,AUTH_03,AUTH,"The text evokes memory and old knowledge, but the clearer function is heritage memory-work and pedagogical authority.",18
1981-02-8-right-el-caso-de-pepe-el-de-la-matrona,candil,Candil,1981-02,1981,AUTH_04,AUTH,"The intimate setting for cabales is central, but the passage does not explicitly contrast it against commercial/public settings as more authentic.",22
1981-02-8-right-el-caso-de-pepe-el-de-la-matrona,candil,Candil,1981-02,1981,HERIT_02,HERIT,"Several public homages are mentioned, but they are not framed through official heritage institutions or authorized listing mechanisms.",18
1981-02-9-right-su-cabellera-de-enhebrado-siglo,candil,Candil,1981-02,1981,CRIT_01,CRIT,"The article is laudatory, but its clearest evaluative work is canonization and pedagogical-memory framing rather than a specific performance assessment.",21
1981-02-11-right-el-viejo-maestro-sevillano,candil,Candil,1981-02,1981,COMM_03,COMM,"The juerga and café settings are vivid, but the text does not clearly contrast participatory versus public settings as an evaluative boundary.",22
1981-02-11-right-el-viejo-maestro-sevillano,candil,Candil,1981-02,1981,PED_02,PED,"Matrona is shown telling stories and learning broadly, but the passage does not explicitly frame this as transmission to disciples or learners.",22
1981-02-12-left-la-memoria-anida-en-su-garganta,candil,Candil,1981-02,1981,PED_02,PED,"The text mentions inheritance and memory, but it does not clearly describe learning, oral transmission, or lineage pedagogy.",18
1981-02-12-right-conversaciones-entre-cante-y-can,candil,Candil,1981-02,1981,COMM_04,COMM,The trigger 'hombre' appears only in ordinary speech and does not construct identity-based authority.,15
1981-02-12-right-conversaciones-entre-cante-y-can,candil,Candil,1981-02,1981,CRIT_04,CRIT,"The article includes professional negotiations and named figures, but no clear critic/expert authority or boundary-policing discourse is visible.",20
1981-02-14-right-un-encuentro-sevillano,candil,Candil,1981-02,1981,HERIT_02,HERIT,"The trigger 'reconocemos' is ordinary recognition by the narrators, not institutional or authorized heritage recognition.",15
1981-02-14-right-un-encuentro-sevillano,candil,Candil,1981-02,1981,AUTH_04,AUTH,"The intimate setting is strongly present, but the clearest code is public/private participatory setting rather than explicit anti-commercial or intimate authenticity.",23
